id,name,year,pick,team,seasons,games,minutes,VORP,WS,WA,RWAR,VORP_top,WS_top,WA_top,RWAR_top,image
steigma01,Matt Steigenga,1992,52,CHI,1,2,12,0.00,0.00,0.02,-0.01,0.00,0.00,0.02,-0.01,false
blaircu01,Curtis Blair,1992,53,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
roberbr02,Brett Roberts,1992,54,SAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
webbech01,Chris Webber,1993,1,ORL,15,831,30847,42.10,84.50,85.50,70.46,24.60,47.90,48.54,44.45,true
bradlsh01,Shawn Bradley,1993,2,PHI,12,832,19531,8.70,40.80,52.30,21.87,7.30,26.50,33.87,20.34,true
hardaan01,Anfernee Hardaway,1993,3,GSW,14,704,23711,26.80,62.00,73.23,65.90,22.20,48.10,59.02,51.82,true
mashbja01,Jamal Mashburn,1993,4,DAL,11,611,22762,13.50,43.70,46.50,29.75,11.70,33.10,39.45,25.05,false
rideris01,Isaiah Rider,1993,5,MIN,9,563,17851,4.60,22.90,13.12,11.38,4.40,18.60,13.16,11.42,false
cheanca01,Calbert Cheaney,1993,6,WSB,13,825,22007,-2.90,23.30,13.97,8.11,0.50,17.20,13.31,10.09,false
hurlebo01,Bobby Hurley,1993,7,SAC,5,269,4170,-3.50,-1.20,-0.39,-4.22,-3.50,-1.20,-0.39,-4.22,false
bakervi01,Vin Baker,1993,8,MIL,13,791,25737,5.40,47.10,33.68,12.69,9.50,35.10,28.80,21.12,false
rogerro01,Rodney Rogers,1993,9,DEN,12,866,21873,9.80,38.80,24.60,29.31,7.60,24.70,21.67,18.49,true
hunteli01,Lindsey Hunter,1993,10,DET,17,937,23253,9.40,32.80,27.10,35.06,8.20,24.60,22.81,27.53,false
houstal01,Allan Houston,1993,11,DET,12,839,28311,14.90,55.20,34.63,29.15,11.70,36.50,25.16,23.70,true
lynchge01,George Lynch,1993,12,LAL,12,774,17683,7.40,32.10,33.02,29.00,6.40,22.30,25.81,22.71,true
deherte01,Terry Dehere,1993,13,LAC,6,402,7305,-1.10,7.30,3.13,-1.00,-0.20,7.70,4.02,1.00,false
haskisc01,Scott Haskin,1993,14,IND,1,27,186,0.00,0.30,0.24,-0.08,0.00,0.30,0.24,-0.08,false
edwardo01,Doug Edwards,1993,15,ATL,3,85,838,-0.70,0.30,0.06,-1.35,-0.70,0.30,0.06,-1.35,false
waltere01,Rex Walters,1993,16,NJN,7,335,4602,0.00,6.50,1.71,1.23,0.50,5.80,2.06,1.86,false
grahagr01,Greg Graham,1993,17,CHH,5,207,2530,-1.10,1.40,0.04,-0.83,-1.10,1.40,0.04,-0.83,false
wrighlu01,Luther Wright,1993,18,UTA,1,15,92,-0.20,-0.10,0.10,-0.40,-0.20,-0.10,0.10,-0.40,false
earlac01,Acie Earl,1993,19,BOS,4,193,2512,-2.50,0.30,0.13,-5.02,-2.50,0.30,0.13,-5.02,false
burresc01,Scott Burrell,1993,20,CHH,8,383,7592,5.30,16.40,15.56,15.67,5.30,15.00,14.42,15.90,false
robinja02,James Robinson,1993,21,POR,7,381,6935,0.10,5.70,2.37,0.60,0.60,5.80,2.42,1.64,false
millsch01,Chris Mills,1993,22,CLE,10,568,17282,6.80,37.70,34.30,23.27,6.30,31.20,30.41,20.21,false
johnser02,Ervin Johnson,1993,23,SEA,13,845,16989,2.60,37.80,40.59,15.19,4.30,25.50,33.29,14.32,false
cassesa01,Sam Cassell,1993,24,HOU,15,993,29812,28.90,87.80,75.93,69.05,17.50,48.00,47.78,42.46,true
blounco01,Corie Blount,1993,25,CHI,11,644,9925,-1.00,18.30,5.15,0.51,0.20,11.90,5.80,1.75,false
hammige01,Geert Hammink,1993,26,ORL,3,8,27,0.00,0.00,0.04,-0.04,0.00,0.00,0.04,-0.04,false
mackema01,Malcolm Mackey,1993,27,PHO,1,22,69,-0.10,0.10,0.09,-0.11,-0.10,0.10,0.09,-0.11,false
harrilu01,Lucious Harris,1993,28,DAL,12,800,15701,4.60,28.60,12.74,14.94,4.90,19.80,11.23,12.53,false
millssh01,Sherron Mills,1993,29,MIN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
muresgh01,Gheorghe Mureșan,1993,30,WSB,6,307,6729,2.90,18.90,0.00,10.14,3.20,19.00,0.00,10.73,false
burnsev01,Evers Burns,1993,31,SAC,1,23,143,-0.10,0.10,0.17,-0.10,-0.10,0.10,0.17,-0.10,false
fordal01,Alphonso Ford,1993,32,PHI,2,11,114,-0.20,-0.30,0.12,-0.33,-0.20,-0.30,0.12,-0.33,false
rileyer01,Eric Riley,1993,33,DAL,5,186,1844,-0.80,2.50,2.39,-0.30,-0.50,2.50,2.39,0.09,false
meeda01,Darnell Mee,1993,34,GSW,2,40,293,-0.10,-0.10,0.04,-0.02,-0.10,-0.10,0.04,-0.02,false
stokeed01,Ed Stokes,1993,35,MIA,1,4,17,0.00,0.00,0.03,-0.04,0.00,0.00,0.03,-0.04,false
bestjo01,John Best,1993,36,NJN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
vanexni01,Nick Van Exel,1993,37,LAL,13,880,28969,17.70,55.90,41.84,45.41,11.70,32.80,31.62,31.18,true
mcraeco01,Conrad McRae,1993,38,WSB,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hillth01,Thomas Hill,1993,39,IND,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
manniri01,Rich Manning,1993,40,ATL,2,55,512,-0.90,-0.30,0.06,-1.27,-0.90,-0.30,0.06,-1.27,false
reedan01,Anthony Reed,1993,41,CHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
jordaad01,Adonis Jordan,1993,42,SEA,2,10,97,-0.10,-0.10,0.13,-0.03,0.00,0.00,0.13,0.09,false
grantjo01,Josh Grant,1993,43,DEN,1,53,382,0.00,0.50,0.21,0.18,0.00,0.50,0.21,0.18,false
holcoal01,Alex Holcombe,1993,44,SAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
russebr01,Bryon Russell,1993,45,UTA,13,841,19805,11.90,47.50,51.77,44.47,10.40,34.60,42.67,35.05,false
petruri01,Richard Petruška,1993,46,HOU,1,22,92,-0.10,0.00,0.11,-0.19,-0.10,0.00,0.11,-0.19,false
whitnch01,Chris Whitney,1993,47,SAS,11,579,10052,4.70,21.30,15.46,14.53,5.20,18.70,14.52,14.46,false
thompke01,Kevin Thompson,1993,48,POR,1,14,58,-0.10,0.00,0.08,-0.18,-0.10,0.00,0.08,-0.18,false
buforma01,Mark Buford,1993,49,PHO,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
nicolma01,Marcelo Nicola,1993,50,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
dunklsp01,Spencer Dunkley,1993,51,IND,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
peplomi01,Mike Peplowski,1993,52,SAC,3,68,705,-0.40,1.00,0.32,-0.34,-0.40,1.00,0.32,-0.34,false
whitele01,Leonard White,1993,53,LAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
wilsoby01,Byron Wilson,1993,54,PHO,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
robingl01,Glenn Robinson,1994,1,MIL,11,688,25346,13.40,39.70,32.99,23.90,9.10,24.90,24.52,17.97,false
kiddja01,Jason Kidd,1994,2,DAL,19,1391,50111,73.40,138.70,216.88,184.30,26.70,49.20,82.35,67.33,false
hillgr01,Grant Hill,1994,3,DET,18,1026,34776,43.40,99.90,97.57,88.22,28.20,54.50,57.73,52.42,true
marshdo01,Donyell Marshall,1994,4,MIN,15,957,25027,19.80,58.90,39.62,42.19,13.50,35.90,26.92,28.98,false
howarju01,Juwan Howard,1994,5,WSB,19,1208,36654,3.90,59.40,19.15,5.01,6.30,28.40,17.94,11.57,false
wrighsh01,Sharone Wright,1994,6,PHI,4,203,4531,-3.30,1.40,-1.43,-5.96,-3.30,1.40,-1.43,-5.96,false
murrala01,Lamond Murray,1994,7,LAC,11,736,18477,4.10,19.80,10.87,12.27,5.10,16.70,13.24,13.70,false
grantbr01,Brian Grant,1994,8,SAC,12,756,21417,6.20,54.60,38.88,19.64,5.60,33.90,28.16,17.03,true
montrer01,Eric Montross,1994,9,BOS,8,465,8479,-5.30,8.60,2.91,-5.14,-2.50,8.80,4.21,-1.10,false
jonesed02,Eddie Jones,1994,10,LAL,14,954,32778,42.30,100.50,118.95,108.93,21.70,49.40,65.54,57.04,true
rogerca01,Carlos Rogers,1994,11,SEA,8,298,5654,1.50,11.00,2.37,2.00,2.00,10.00,2.93,3.19,false
reevekh01,Khalid Reeves,1994,12,MIA,6,277,5837,1.00,8.40,7.09,4.17,1.20,8.40,7.00,4.30,false
roseja01,Jalen Rose,1994,13,DEN,13,923,27925,12.10,47.20,20.57,27.52,9.20,28.90,18.55,20.55,true
dareyi01,Yinka Dare,1994,14,NJN,4,110,1002,-1.50,-0.70,0.06,-2.75,-1.50,-0.70,0.06,-2.75,false
piatker01,Eric Piatkowski,1994,15,IND,14,789,14613,7.80,31.00,15.21,22.40,5.70,19.80,11.81,15.96,true
roziecl01,Clifford Rozier,1994,16,GSW,4,173,2984,-1.10,3.90,1.39,-1.16,-1.10,3.90,1.39,-1.16,false
mckieaa01,Aaron McKie,1994,17,POR,13,793,19156,13.00,40.00,41.82,35.17,9.00,25.40,28.29,25.87,false
mobleer01,Eric Mobley,1994,18,MIL,3,113,1570,-0.90,1.10,0.43,-2.25,-0.90,1.10,0.43,-2.25,false
dumasto01,Tony Dumas,1994,19,DAL,4,156,2222,-0.70,1.30,0.74,-0.60,-0.70,1.30,0.74,-0.60,false
tylerbj01,B.J. Tyler,1994,20,PHI,1,55,809,-0.60,-0.70,-0.48,-1.00,-0.60,-0.70,-0.48,-1.00,false
simpkdi01,Dickey Simpkins,1994,21,CHI,7,327,5201,-3.30,4.80,-1.41,-6.39,-0.60,5.50,0.93,-1.21,false
curlebi01,Bill Curley,1994,22,SAS,5,147,1614,-1.40,1.60,0.96,-0.49,-0.60,1.60,1.00,0.09,false
persowe01,Wesley Person,1994,23,PHO,11,733,20727,15.20,43.90,33.19,36.25,12.20,30.20,26.14,28.09,true
willimo01,Monty Williams,1994,24,NYK,9,456,7624,0.40,11.50,-0.03,1.75,1.40,10.80,2.43,2.85,false
minorgr01,Greg Minor,1994,25,LAC,5,277,5144,0.60,8.20,5.99,2.12,0.60,8.20,5.99,2.12,false
wardch01,Charlie Ward,1994,26,NYK,11,630,14080,14.60,33.00,47.92,38.28,10.60,23.80,36.17,30.51,false
thompbr01,Brooks Thompson,1994,27,ORL,4,168,1714,0.20,2.00,1.81,0.37,0.20,2.00,1.81,0.37,false
thomade02,Deon Thomas,1994,28,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
langan02,Antonio Lang,1994,29,PHO,6,143,1395,-0.50,1.60,0.74,-0.77,-0.20,1.70,0.69,-0.37,false
eisleho01,Howard Eisley,1994,30,MIN,12,786,16013,1.20,19.50,1.01,10.68,3.50,16.50,6.08,12.24,false
dentro01,Rodney Dent,1994,31,ORL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mcilvji01,Jim McIlvaine,1994,32,WSB,7,401,5927,-0.10,9.40,12.19,0.90,0.40,9.00,11.44,1.41,false
alstode01,Derrick Alston,1994,33,PHI,3,139,2657,-0.60,2.60,0.25,-0.56,-0.60,2.60,0.25,-0.56,false
nickega01,Gaylon Nickerson,1994,34,ATL,1,4,42,0.00,0.10,0.08,0.00,0.00,0.10,0.08,0.00,false
smithmi02,Michael Smith,1994,35,SAC,7,449,10552,5.10,23.50,14.81,14.63,4.40,19.10,13.36,12.27,false
fetisan01,Andrei Fetisov,1994,36,BOS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
wingfdo01,Dontonio Wingfield,1994,37,SEA,4,114,1146,-0.10,1.70,0.81,1.28,-0.10,1.70,0.81,1.28,false
hancoda01,Darrin Hancock,1994,38,CHH,3,133,1395,-0.40,1.10,-0.19,-0.88,-0.40,1.10,-0.19,-0.88,false
millean01,Anthony Miller,1994,39,GSW,8,181,1637,-0.10,3.70,2.35,0.90,0.00,3.80,2.29,1.23,false
webstje01,Jeff Webster,1994,40,MIA,1,11,58,0.00,0.00,0.08,-0.01,0.00,0.00,0.08,-0.01,false
njokuwi01,William Njoku,1994,41,IND,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
colliga01,Gary Collier,1994,42,CLE,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
scottsh01,Shawnelle Scott,1994,43,POR,4,105,634,-0.30,1.30,0.65,0.24,-0.10,1.30,0.65,0.29,false
baileda01,Damon Bailey,1994,44,IND,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mortodw01,Dwayne Morton,1994,45,GSW,1,41,395,-0.10,0.20,0.18,-0.45,-0.10,0.20,0.18,-0.45,false
lenarvo01,Voshon Lenard,1994,46,MIL,11,565,15349,8.00,29.70,19.75,20.97,6.90,24.40,19.04,18.14,true
watsoja01,Jamie Watson,1994,47,UTA,4,102,1248,0.30,1.20,0.11,0.01,0.30,1.20,0.11,0.01,false
cruduje01,Jevon Crudup,1994,48,DET,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
brutokr01,Kris Bruton,1994,49,CHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
claxtch01,Charles Claxton,1994,50,PHO,1,3,7,0.00,0.00,0.01,-0.03,0.00,0.00,0.01,-0.03,false
fundela01,Lawrence Funderburke,1994,51,SAC,7,318,4726,1.70,13.00,2.93,2.15,1.80,12.40,3.07,2.87,false
goldwan01,Anthony Goldwire,1994,52,PHO,8,266,4951,0.20,6.50,3.12,2.19,0.70,6.60,3.09,3.04,false
burdial01,Albert Burditt,1994,53,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
rebraze01,Željko Rebrača,1994,54,SEA,5,215,3280,-0.20,8.20,2.53,0.62,-0.20,8.20,2.53,0.62,false
smithjo02,Joe Smith,1995,1,GSW,16,1030,27022,3.10,60.20,43.12,24.71,3.90,29.40,26.69,18.91,true
mcdyean01,Antonio McDyess,1995,2,LAC,15,1015,28053,13.00,69.80,45.32,32.91,9.30,36.10,30.01,22.62,true
stackje01,Jerry Stackhouse,1995,3,PHI,18,970,30222,17.40,52.40,28.15,33.66,14.50,33.50,22.61,29.63,false
wallara01,Rasheed Wallace,1995,4,WSB,16,1109,36243,38.40,105.10,141.68,90.31,19.20,47.40,64.95,47.65,true
garneke01,Kevin Garnett,1995,5,MIN,21,1462,50418,97.00,191.50,261.40,195.25,42.30,77.80,106.61,84.57,true
reevebr01,Bryant Reeves,1995,6,VAN,6,395,12071,-4.40,13.00,9.06,-10.86,-3.00,13.10,9.36,-6.24,false
stoudda01,Damon Stoudamire,1995,7,TOR,13,878,29106,16.80,55.50,45.07,47.54,10.60,32.90,30.04,29.96,true
respesh01,Shawn Respert,1995,8,POR,4,172,2350,-0.30,2.10,-0.17,0.93,-0.30,2.10,-0.17,0.93,false
obanned01,Ed O'Bannon,1995,9,NJN,2,128,2062,-0.70,1.10,0.24,0.06,-0.70,1.10,0.24,0.06,false
thomaku01,Kurt Thomas,1995,10,MIA,18,1110,27160,8.60,64.40,51.28,28.43,5.80,30.50,28.72,17.98,false
trentga01,Gary Trent,1995,11,MIL,9,506,9866,2.30,23.40,1.38,3.31,3.20,18.90,4.07,5.71,false
parksch02,Cherokee Parks,1995,12,DAL,9,472,7459,-0.60,11.70,6.80,-0.88,0.80,10.50,6.69,2.06,false
willico02,Corliss Williamson,1995,13,SAC,12,822,18749,-0.20,34.70,16.44,4.36,2.50,22.10,14.97,7.90,true
willier01,Eric Williams,1995,14,BOS,12,658,15731,-1.30,23.10,18.51,10.10,1.00,16.70,16.65,11.46,false
barrybr01,Brent Barry,1995,15,DEN,14,912,23643,27.70,70.70,45.94,66.79,16.30,39.80,28.20,41.00,true
hendeal01,Alan Henderson,1995,16,ATL,12,652,13780,0.70,28.10,2.09,5.59,2.20,19.10,4.62,8.14,false
surabo01,Bob Sura,1995,17,CLE,10,657,15597,9.40,28.20,19.36,24.70,8.80,23.60,16.00,20.91,true
ratlith01,Theo Ratliff,1995,18,DET,16,810,20500,10.30,47.80,53.30,23.43,7.70,28.10,35.25,16.56,true
childra01,Randolph Childress,1995,19,DET,2,51,405,-0.40,-0.20,0.31,-0.44,-0.40,-0.20,0.31,-0.44,false
caffeja01,Jason Caffey,1995,20,CHI,8,462,9045,-3.70,13.50,-0.04,-5.65,-1.20,12.30,1.28,-2.00,false
finlemi01,Michael Finley,1995,21,PHO,15,1103,37996,28.70,85.30,69.70,67.68,15.90,38.60,41.46,39.76,false
zidekge01,George Zídek,1995,22,CHH,3,135,1328,-1.90,0.90,-0.70,-2.01,-1.90,0.90,-0.70,-2.01,false
besttr01,Travis Best,1995,23,IND,10,708,15150,6.20,30.90,26.50,20.41,5.80,23.10,24.52,19.01,true
meyerlo01,Loren Meyer,1995,24,DAL,3,140,2044,-2.70,0.50,-0.85,-3.57,-2.70,0.50,-0.85,-3.57,false
vaughda02,David Vaughn,1995,25,ORL,4,118,1156,-1.30,0.60,0.43,-1.04,-1.30,0.60,0.43,-1.04,false
fordsh01,Sherell Ford,1995,26,SEA,1,28,139,-0.10,0.40,0.19,0.38,-0.10,0.40,0.19,0.38,false
bennema01,Mario Bennett,1995,27,PHO,4,68,606,0.30,1.90,0.74,1.37,0.30,1.90,0.74,1.37,false
ostergr01,Greg Ostertag,1995,28,UTA,11,756,14753,5.10,33.80,41.55,18.30,4.20,22.70,31.03,15.37,true
alexaco01,Cory Alexander,1995,29,SAS,7,307,4847,0.40,3.00,5.90,1.14,1.30,3.50,5.94,1.92,false
roelo01,Lou Roe,1995,30,DET,2,66,479,-0.40,0.00,0.25,-0.53,-0.40,0.00,0.25,-0.53,false
tarladr01,Dragan Tarlać,1995,31,CHI,1,43,598,-0.80,-0.20,-0.60,-1.60,-0.80,-0.20,-0.60,-1.60,false
renchte01,Terrence Rencher,1995,32,WSB,1,36,405,-0.20,-0.20,-0.02,-0.08,-0.20,-0.20,-0.02,-0.08,false
burroju01,Junior Burrough,1995,33,BOS,1,61,495,-0.70,-0.20,-0.27,-1.08,-0.70,-0.20,-0.27,-1.08,false
declean01,Andrew DeClercq,1995,34,GSW,10,587,9847,-2.60,19.30,13.51,7.79,0.00,14.50,11.33,7.49,false
kingji02,Jimmy King,1995,35,TOR,2,64,890,-0.60,0.00,-0.61,-1.07,-0.60,0.00,-0.61,-1.07,false
motenla01,Lawrence Moten,1995,36,VAN,3,119,1814,0.00,0.10,1.23,0.03,0.00,0.10,1.23,0.03,false
kingfr01,Frankie King,1995,37,LAL,2,13,79,-0.10,0.00,0.15,0.02,-0.10,0.00,0.15,0.02,false
griffra01,Rashard Griffith,1995,38,MIL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
marshdo02,Donny Marshall,1995,39,CLE,5,119,919,-0.40,0.80,0.06,0.09,0.00,1.00,0.40,0.30,false
whitfdw01,Dwayne Whitfield,1995,40,GSW,1,8,122,-0.20,0.00,0.14,-0.24,-0.20,0.00,0.14,-0.24,false
meeker01,Erik Meek,1995,41,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
boycedo01,Donnie Boyce,1995,42,ATL,2,30,195,-0.20,-0.30,0.11,-0.19,-0.20,-0.30,0.11,-0.19,false
snower01,Eric Snow,1995,43,MIL,13,846,23132,6.10,43.50,47.57,38.14,6.70,29.30,32.81,29.94,false
pellean01,Anthony Pelle,1995,44,DEN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
browntr02,Troy Brown,1995,45,ATL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
banksge02,George Banks,1995,46,MIA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
edneyty01,Tyus Edney,1995,47,SAC,4,226,4743,0.70,6.70,6.34,4.20,0.80,6.70,6.34,4.20,false
davisma02,Mark Davis,1995,48,MIN,5,230,3681,-0.40,2.20,2.07,1.77,-0.40,2.20,2.07,1.77,false
allenje01,Jerome Allen,1995,49,MIN,2,117,1305,-0.30,0.10,0.87,-0.13,-0.30,0.10,0.87,-0.13,false
lewisma01,Martin Lewis,1995,50,GSW,2,25,239,-0.20,0.10,0.24,-0.12,-0.20,0.10,0.24,-0.12,false
bodirde01,Dejan Bodiroga,1995,51,SAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hoibefr01,Fred Hoiberg,1995,52,IND,10,541,9978,7.90,27.60,17.24,20.56,6.90,22.20,13.36,16.38,true
popaco01,Constantin Popa,1995,53,LAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
zukauau01,Eurelijus Žukauskas,1995,54,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mcdonmi01,Michael McDonald,1995,55,GSW,1,1,4,0.00,-0.10,0.01,-0.07,0.00,-0.10,0.01,-0.07,false
carrch01,Chris Carr,1995,56,PHO,6,297,4505,-1.10,3.90,2.05,-0.60,-0.60,4.20,2.50,0.13,false
marticu01,Cuonzo Martin,1995,57,ATL,2,7,32,0.00,-0.10,0.05,-0.09,0.00,-0.10,0.05,-0.09,false
reiddo01,Don Reid,1995,58,DET,8,403,5374,-0.30,13.60,8.02,5.64,0.80,11.80,7.56,5.82,false
iversal01,Allen Iverson,1996,1,PHI,14,914,37584,49.70,98.90,102.41,94.58,25.70,52.20,58.01,52.82,true
cambyma01,Marcus Camby,1996,2,TOR,17,973,28684,31.40,81.50,93.95,55.33,17.00,40.10,44.65,30.96,true
abdursh01,Shareef Abdur-Rahim,1996,3,VAN,12,830,28882,21.90,71.10,29.52,30.30,14.70,42.30,25.50,24.58,true
marbust01,Stephon Marbury,1996,4,MIL,13,846,31891,30.70,77.60,57.21,66.19,20.70,45.60,38.76,42.48,true
allenra02,Ray Allen,1996,5,MIN,18,1300,46344,57.50,145.20,149.20,138.88,24.30,55.60,66.95,59.92,true
walkean02,Antoine Walker,1996,6,BOS,12,893,31531,18.10,38.10,44.30,29.63,14.00,26.90,36.96,22.89,true
wrighlo02,Lorenzen Wright,1996,7,LAC,13,778,18535,-2.80,30.50,18.91,0.30,0.50,18.50,14.81,3.76,true
kittlke01,Kerry Kittles,1996,8,NJN,8,507,16929,18.10,45.00,42.11,41.70,15.50,38.30,37.16,35.05,true
walkesa01,Samaki Walker,1996,9,DAL,10,445,7612,-1.30,14.40,-0.95,-3.30,0.30,12.70,1.26,0.54,true
dampier01,Erick Dampier,1996,10,IND,16,987,24003,4.20,52.60,41.28,15.88,6.00,32.20,24.30,17.21,true
fulleto02,Todd Fuller,1996,11,GSW,5,225,2500,-2.20,2.20,0.65,-3.93,-2.20,2.20,0.65,-3.93,false
potapvi01,Vitaly Potapenko,1996,12,CLE,11,610,11608,-5.80,15.50,1.20,-10.99,-0.70,12.70,4.70,-2.14,false
bryanko01,Kobe Bryant,1996,13,CHH,20,1346,48637,80.10,172.60,185.00,174.00,34.00,69.70,85.66,75.01,true
stojape01,Peja Stojaković,1996,14,SAC,13,804,26966,26.10,82.50,65.99,57.33,17.30,51.70,43.12,38.81,false
nashst01,Steve Nash,1996,15,PHO,18,1217,38069,48.20,130.00,130.13,122.45,23.30,58.00,64.30,56.51,true
delkto01,Tony Delk,1996,16,CHH,10,545,11702,4.70,19.60,11.95,8.86,3.70,15.40,10.66,8.60,false
onealje01,Jermaine O'Neal,1996,17,POR,18,1011,27364,15.70,66.10,66.76,31.34,11.80,37.90,44.88,24.47,false
wallajo01,John Wallace,1996,18,NYK,7,381,6143,-1.20,6.40,-1.75,-4.20,-0.20,5.80,0.57,-1.32,false
mccarwa01,Walter McCarty,1996,19,NYK,10,593,10374,1.00,13.80,4.25,5.37,2.00,12.80,4.87,7.36,false
ilgauzy01,Zydrunas Ilgauskas,1996,20,CLE,13,843,22965,10.30,66.40,56.70,34.32,8.60,40.60,35.98,24.53,true
jonesdo01,Dontae' Jones,1996,21,NYK,1,15,91,-0.20,-0.30,0.15,-0.35,-0.20,-0.30,0.15,-0.35,false
rogerro02,Roy Rogers,1996,22,VAN,3,137,2309,-1.00,1.70,1.24,-1.77,-1.00,1.70,1.24,-1.77,false
rentzef01,Efthimios Rentzias,1996,23,DEN,1,35,144,-0.10,0.20,0.00,-0.14,-0.10,0.20,0.00,-0.14,false
fishede01,Derek Fisher,1996,24,LAL,18,1287,32719,8.80,62.30,78.96,47.08,6.20,28.50,35.75,22.27,false
muursma01,Martin Müürsepp,1996,25,UTA,2,83,951,0.10,2.00,1.30,0.74,0.10,2.00,1.30,0.74,false
willije01,Jerome Williams,1996,26,DET,9,587,12755,7.60,37.90,32.74,24.84,5.90,27.30,24.51,21.68,false
evansbr01,Brian Evans,1996,27,ORL,3,102,1097,0.30,1.70,0.77,0.45,0.30,1.70,0.77,0.45,false
laudepr01,Priest Lauderdale,1996,28,ATL,2,74,525,-0.80,-0.80,0.38,-2.12,-0.80,-0.80,0.38,-2.12,false
knightr01,Travis Knight,1996,29,CHI,7,371,4566,-1.00,7.80,4.81,1.27,0.10,8.20,5.32,2.71,false
harriot01,Othella Harrington,1996,30,HOU,12,709,13924,-5.00,23.10,11.34,-2.65,-1.00,15.90,12.05,3.37,false
hendrma01,Mark Hendrickson,1996,31,PHI,4,114,1508,-0.70,2.10,1.35,-0.38,-0.70,2.10,1.35,-0.38,false
minorry01,Ryan Minor,1996,32,PHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
norrimo01,Moochie Norris,1996,33,MIL,9,445,7640,1.20,10.00,7.72,7.89,2.10,10.40,7.17,8.87,false
harvesh01,Shawn Harvey,1996,34,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
blairjo02,Joseph Blair,1996,35,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
sheffdo01,Doron Sheffer,1996,36,LAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mcinnje01,Jeff McInnis,1996,37,DEN,11,576,15927,-0.40,23.00,-0.39,4.16,2.70,22.10,5.15,10.58,false
hamerst01,Steve Hamer,1996,38,BOS,1,35,268,-0.30,0.20,0.43,-0.67,-0.30,0.20,0.43,-0.67,false
millaru01,Russ Millard,1996,39,PHO,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mannma01,Marcus Mann,1996,40,GSW,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
sasseja01,Jason Sasser,1996,41,SAC,2,14,108,-0.10,0.00,0.19,-0.17,-0.10,0.00,0.19,-0.17,false
livinra01,Randy Livingston,1996,42,HOU,11,203,2684,-0.20,2.40,1.32,-0.45,0.40,2.50,1.51,1.04,false
davisbe01,Ben Davis,1996,43,PHO,4,40,154,-0.10,0.20,0.25,-0.02,-0.10,0.20,0.25,-0.02,false
rosema01,Malik Rose,1996,44,CHH,13,813,13404,-0.40,26.50,9.23,6.95,2.50,20.10,7.70,8.24,false
vogeljo01,Joe Vogel,1996,45,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
brownma01,Marcus Brown,1996,46,POR,2,27,229,-0.10,0.30,0.37,0.09,0.00,0.40,0.37,0.21,false
